id,address,incident_date,city,zipcode,battalion,station_area,action_taken_primary,property_use,ignition_cause,neighborhood_district,point
30033450,9th St. / Howard St.,2003-01-11 0:00:00,SF,94103,B02,36,86 - Investigate,"960 - Street, other",,South of Market,POINT (-122.413163 37.774993)
30038200,1055 Montgomery St.,2003-01-13 0:00:00,SF,94108,B01,13,11 - Extinguish,"962 - Residential street, road or residential dr",2 - Unintentional,North Beach,POINT (-122.40428346 37.79888771)
30038510,Bowdoin St. / Olmstead St.,2003-01-13 0:00:00,SF,94134,B09,42,45 - Remove hazard,"962 - Residential street, road or residential dr",,Portola,POINT (-122.408524 37.721028)
30038350,350 Sloat Bl.,2003-01-13 0:00:00,SF,94132,B08,19,86 - Investigate,"110 - Fixed use recreation places, other",,Sunset/Parkside,POINT (-122.475642 37.734685)
30038360,360 Laguna Honda Bl.,2003-01-13 0:00:00,SF,94131,B08,20,73 - Provide manpower,"000 - Property Use, other",,West of Twin Peaks,POINT (-122.458802 37.747952)
30038390,19th Av. / Wawona St.,2003-01-13 0:00:00,SF,94116,B08,40,86 - Investigate,"960 - Street, other",,West of Twin Peaks,POINT (-122.475288 37.737453)
30038400,849 - 851 Cole St.,2003-01-13 0:00:00,SF,94117,B05,12,11 - Extinguish,429 - Multifamily dwellings,,Haight Ashbury,POINT (-122.45030658 37.76605634)
30038420,Drumm St. / Washington St.,2003-01-13 0:00:00,SF,94104,B01,13,86 - Investigate,963 - Street or road in commercial area,,Financial District/South Beach,POINT (-122.396962 37.796348)
30038460,353 Sacramento St.,2003-01-13 0:00:00,SF,94104,B01,13,86 - Investigate,599 - Business office,,Financial District/South Beach,POINT (-122.39971701 37.79390126)
30038750,245 Jefferson St.,2003-01-13 0:00:00,SF,94133,B01,28,86 - Investigate,"160 - Eating, drinking places",,North Beach,POINT (-122.416539 37.808053)
30038770,2540 Chestnut St.,2003-01-13 0:00:00,SF,94123,B04,16,86 - Investigate,429 - Multifamily dwellings,,Marina,POINT (-122.44529907 37.79995476)
30038840,Eddy St. / Webster St.,2003-01-13 0:00:00,SF,94102,B05,5,86 - Investigate,"962 - Residential street, road or residential dr",,Western Addition,POINT (-122.430612 37.781644)
30038860,Crescent Av. / Murray St.,2003-01-13 0:00:00,SF,94110,B06,32,86 - Investigate,"962 - Residential street, road or residential dr",,Bernal Heights,POINT (-122.420225 37.735187)
30043620,151 Jennings St.,2003-01-15 0:00:00,SF,94124,B10,25,55 - Establish safe area,965 - Vehicle parking area,,Bayview Hunters Point,POINT (-122.37844576 37.73804672)
30043750,1700 La Salle Av.,2003-01-15 0:00:00,SF,94124,B10,25,32 - Provide basic life support (BLS),"962 - Residential street, road or residential dr",,Bayview Hunters Point,POINT (-122.3893289 37.73881986)
30043790,445 Wawona St.,2003-01-15 0:00:00,SF,94122,B08,39,86 - Investigate,331 - Hospital - medical or psychiatric,,West of Twin Peaks,POINT (-122.471472 37.737557)
30043840,Great Hy. / Pacheco St.,2003-01-15 0:00:00,SF,94122,B08,23,86 - Investigate,"962 - Residential street, road or residential dr",,Sunset/Parkside,POINT (-122.507941 37.749109)
30043880,10th St. / Bryant St.,2003-01-15 0:00:00,SF,94103,B02,29,86 - Investigate,"960 - Street, other",,South of Market,POINT (-122.409739 37.770348)
30043910,505 Lyon St.,2003-01-15 0:00:00,SF,94115,B05,21,71 - Assist physically disabled,419 - 1 or 2 family dwelling,,Lone Mountain/USF,POINT (-122.44317978 37.77559489)
30043920,Bush St. / Laguna St.,2003-01-15 0:00:00,SF,94109,B04,38,86 - Investigate,"000 - Property Use, other",,Pacific Heights,POINT (-122.428528 37.78765)
30051050,1804 Sunnydale Av.,2003-01-18 0:00:00,SF,94124,B09,43,11 - Extinguish,"962 - Residential street, road or residential dr",1 - Intentional,Visitacion Valley,POINT (-122.4150847 37.7117151)
30053270,119 Broad St.,2003-01-18 0:00:00,SF,94112,B09,33,86 - Investigate,"962 - Residential street, road or residential dr",,Oceanview/Merced/Ingleside,POINT (-122.45665543 37.7129051)
30053310,1034 Hampshire,2003-01-18 0:00:00,SF,94110,B10,37,11 - Extinguish,419 - 1 or 2 family dwelling,,Potrero Hill,POINT (-122.4066274 37.75534626)
30053370,2105 Broadway,2003-01-18 0:00:00,SF,94115,B04,38,86 - Investigate,429 - Multifamily dwellings,,Pacific Heights,POINT (-122.43190792 37.79449455)
30053400,Divisadero St. / Turk St.,2003-01-18 0:00:00,SF,94102,B05,5,86 - Investigate,"962 - Residential street, road or residential dr",,Western Addition,POINT (-122.438741 37.779659)
30053440,1 The Embarcadero Sou,2003-01-18 0:00:00,SF,94105,B03,35,86 - Investigate,"960 - Street, other",,Financial District/South Beach,POINT (-122.393413 37.795204)
30056570,2100 Washington St.,2003-01-20 0:00:00,SF,94115,B04,38,86 - Investigate,419 - 1 or 2 family dwelling,,Pacific Heights,POINT (-122.42805359 37.79266784)
30056630,331 Anza St.,2003-01-20 0:00:00,SF,94117,B05,10,86 - Investigate,419 - 1 or 2 family dwelling,,Lone Mountain/USF,POINT (-122.450152 37.78064)
30056670,219 Anzavista Av.,2003-01-20 0:00:00,SF,94117,B05,21,86 - Investigate,429 - Multifamily dwellings,,Lone Mountain/USF,POINT (-122.4434037 37.77964323)
30056700,1312 Utah St.,2003-01-20 0:00:00,SF,94110,B10,9,52 - Forcible entry,429 - Multifamily dwellings,2 - Unintentional,Mission,POINT (-122.405399 37.752851)
30056710,340 Pine St.,2003-01-20 0:00:00,SF,94111,B01,13,86 - Investigate,"000 - Property Use, other",,Financial District/South Beach,POINT (-122.401716 37.792077)
30056720,600 Jones St.,2003-01-20 0:00:00,SF,94109,B01,3,86 - Investigate,"960 - Street, other",,Tenderloin,POINT (-122.413102 37.786797)
30056810,Rio Verde St. / Velasco Av.,2003-01-20 0:00:00,SF,94134,B09,44,86 - Investigate,"962 - Residential street, road or residential dr",,Visitacion Valley,POINT (-122.41505 37.708996)
30056820,1st St. / Market St.,2003-01-20 0:00:00,SF,94105,B03,13,86 - Investigate,963 - Street or road in commercial area,,Financial District/South Beach,POINT (-122.399152 37.791016)
30056850,34 Dartmouth St.,2003-01-20 0:00:00,SF,94124,B09,42,86 - Investigate,419 - 1 or 2 family dwelling,,Portola,POINT (-122.4137167 37.7305586)
30056890,300 Sea Cliff Av.,2003-01-20 0:00:00,SF,94121,B07,14,86 - Investigate,419 - 1 or 2 family dwelling,,Seacliff,POINT (-122.48954 37.78851)
30056900,1746 Sunnydale Av.,2003-01-20 0:00:00,SF,94112,B09,43,"00 - Action taken, other","150 - Public or government, other",,Visitacion Valley,POINT (-122.418644 37.712626)
30062120,1525 Broderick St.,2003-01-22 0:00:00,SF,94102,B05,10,52 - Forcible entry,"150 - Public or government, other",,Japantown,POINT (-122.44226576 37.78446643)
30064090,21st St. / Valencia St.,2003-01-22 0:00:00,SF,94110,B06,7,64 - Shut down system,"449 - Hotel/motel, commercial",,Mission,POINT (-122.421119 37.756901)
30062200,21st St. / Chattanooga St.,2003-01-22 0:00:00,SF,94131,B06,11,82 - Notify other agencies.,"962 - Residential street, road or residential dr",,Mission,POINT (-122.42500173006614 37.7567239430647)
30062190,2648 Pierce St.,2003-01-22 0:00:00,SF,94109,B04,16,86 - Investigate,429 - Multifamily dwellings,,Pacific Heights,POINT (-122.43797637 37.79442049)
30062280,1831 31st Av.,2003-01-22 0:00:00,SF,94122,B08,18,"10 - Fire, other",419 - 1 or 2 family dwelling,U - Cause undetermined after investigation,Sunset/Parkside,POINT (-122.4891199 37.751752)
30064170,3337 Octavia St.,2003-01-22 0:00:00,SF,94115,B04,16,86 - Investigate,429 - Multifamily dwellings,,Marina,POINT (-122.43025256 37.80308288)
30064200,291 10th St.,2003-01-22 0:00:00,SF,94102,B02,36,63 - Restore fire alarm system,429 - Multifamily dwellings,,South of Market,POINT (-122.412942 37.773001)
30062300,2nd St. / Folsom St.,2003-01-22 0:00:00,SF,94105,B03,1,86 - Investigate,"962 - Residential street, road or residential dr",,Financial District/South Beach,POINT (-122.396707 37.785543)
30071750,25 Sanchez St.,2003-01-25 0:00:00,SF,94112,B05,6,86 - Investigate,429 - Multifamily dwellings,,Castro/Upper Market,POINT (-122.431386 37.768864)
30071760,Lobos St. / Plymouth Av.,2003-01-25 0:00:00,SF,94112,B09,33,86 - Investigate,963 - Street or road in commercial area,,Oceanview/Merced/Ingleside,POINT (-122.456071 37.714905)
30071770,3rd St. / Paul Av.,2003-01-25 0:00:00,SF,94124,B10,44,"30 - Emergency medical services, other","960 - Street, other",,Bayview Hunters Point,POINT (-122.395623 37.722434)
30071810,1150 Grant Av.,2003-01-25 0:00:00,SF,94108,B01,2,86 - Investigate,429 - Multifamily dwellings,,Chinatown,POINT (-122.40681751 37.79764864)
30071860,Ramsell St. / Randolph St.,2003-01-25 0:00:00,SF,94112,B09,33,86 - Investigate,963 - Street or road in commercial area,,Oceanview/Merced/Ingleside,POINT (-122.466196 37.71428)
30071870,675 The Embarcadero Sou,2003-01-25 0:00:00,SF,94105,B03,35,86 - Investigate,"898 - Dock, marina, pier, wharf",,Mission Bay,POINT (-122.387787 37.782535)
30071900,Holloway Av. / Ramsell St.,2003-01-25 0:00:00,SF,94112,B09,15,86 - Investigate,"960 - Street, other",,West of Twin Peaks,POINT (-122.466278 37.721668)
30071910,391 Valencia St.,2003-01-25 0:00:00,SF,94110,B02,6,51 - Ventilate,429 - Multifamily dwellings,,Mission,POINT (-122.42175253 37.76681106)
30071980,3rd St. / 4th St.,2003-01-25 0:00:00,SF,94107,B03,8,86 - Investigate,"962 - Residential street, road or residential dr",,Mission Bay,POINT (-122.3897975 37.77306538)
30071990,18th St. / Shotwell St.,2003-01-25 0:00:00,SF,94110,B02,7,86 - Investigate,981 - Construction site,,Mission,POINT (-122.416079 37.762035)
30072050,Fillmore St. / Washington St.,2003-01-25 0:00:00,SF,94115,B04,38,86 - Investigate,"962 - Residential street, road or residential dr",,Pacific Heights,POINT (-122.433843 37.788906)
30069920,18th St. / Minnesota St.,2003-01-25 0:00:00,SF,94107,B03,29,86 - Investigate,"962 - Residential street, road or residential dr",,Potrero Hill,POINT (-122.3907 37.762925)
30069940,864 Ellis St.,2003-01-25 0:00:00,SF,94109,B02,3,"10 - Fire, other","962 - Residential street, road or residential dr",,Tenderloin,POINT (-122.420428 37.783965)
30077520,1333 Visitacion Av.,2003-01-27 0:00:00,SF,94134,B09,44,"22 - Rescue, remove from harm",419 - 1 or 2 family dwelling,,Visitacion Valley,POINT (-122.411933 37.712493)
30077540,982 Market St.,2003-01-27 0:00:00,SF,94104,B03,1,86 - Investigate,963 - Street or road in commercial area,,Tenderloin,POINT (-122.41034 37.782689)
30077590,50 1st St.,2003-01-27 0:00:00,SF,94105,B03,13,86 - Investigate,963 - Street or road in commercial area,,Financial District/South Beach,POINT (-122.398162 37.79014909)
30075480,1 South Van Ness Av.,2003-01-27 0:00:00,SF,94111,B02,36,86 - Investigate,963 - Street or road in commercial area,,Mission,POINT (-122.418928 37.774844)
30075510,Cashmere St. / Hudson Av.,2003-01-27 0:00:00,SF,94124,B10,25,86 - Investigate,"960 - Street, other",,Bayview Hunters Point,POINT (-122.383428 37.735804)
30075540,1018 Mission St.,2003-01-27 0:00:00,SF,94105,B03,1,86 - Investigate,599 - Business office,,South of Market,POINT (-122.40922 37.780665)
30077630,Earl St. / Jerrold Av.,2003-01-27 0:00:00,SF,94124,B10,17,86 - Investigate,"150 - Public or government, other",,Bayview Hunters Point,POINT (-122.372981 37.729396)
30082050,2000 Mckinnon Av.,2003-01-29 0:00:00,SF,94124,B10,9,86 - Investigate,"000 - Property Use, other",,Bayview Hunters Point,POINT (-122.396732 37.74121844214163)
30082080,Everglade Dr. / Ocean Av.,2003-01-29 0:00:00,SF,94132,B08,19,64 - Shut down system,"962 - Residential street, road or residential dr",,Sunset/Parkside,POINT (-122.488898 37.73212)
30082090,7th St. / Irwin St.,2003-01-29 0:00:00,SF,94103,B03,29,62 - Restore fire protection system,"960 - Street, other",,Mission Bay,POINT (-122.397426 37.76844)
30082100,2980 24th Av.,2003-01-29 0:00:00,SF,94122,B08,19,86 - Investigate,4191 -,,Sunset/Parkside,POINT (-122.4801401 37.73256325)
30082110,369 Los Palmos Dr.,2003-01-29 0:00:00,SF,94127,B09,15,52 - Forcible entry,419 - 1 or 2 family dwelling,,West of Twin Peaks,POINT (-122.4504441 37.73478585)
30082220,841 Market St.,2003-01-29 0:00:00,SF,94110,B03,1,86 - Investigate,429 - Multifamily dwellings,,Financial District/South Beach,POINT (-122.4057601 37.78572472)
30082300,Columbus Av. / Green St.,2003-01-29 0:00:00,SF,94133,B01,28,71 - Assist physically disabled,"962 - Residential street, road or residential dr",,Chinatown,POINT (-122.409017 37.799488)
30082340,2741 Divisadero St.,2003-01-29 0:00:00,SF,94123,B04,16,71 - Assist physically disabled,419 - 1 or 2 family dwelling,,Pacific Heights,POINT (-122.44215878 37.79492161)
30087330,170 Otis St.,2003-01-31 0:00:00,SF,94102,B02,36,86 - Investigate,429 - Multifamily dwellings,,Mission,POINT (-122.420632 37.770852)
30087390,408 - 424 Carl St.,2003-01-31 0:00:00,SF,94117,B05,12,86 - Investigate,899 - Residential or self storage units,,Inner Sunset,POINT (-122.45621521 37.76545605)
30089450,101nb Vermont Of / Mariposa St.,2003-01-31 0:00:00,SF,94107,B02,29,86 - Investigate,"960 - Street, other",,Potrero Hill,POINT (-122.404673 37.763363)
30089470,924 Valencia St.,2003-01-31 0:00:00,SF,94131,B06,7,45 - Remove hazard,"962 - Residential street, road or residential dr",,Mission,POINT (-122.42156392 37.75806328)
30089500,1146 Turk St.,2003-01-31 0:00:00,SF,94102,B02,5,86 - Investigate,419 - 1 or 2 family dwelling,,Western Addition,POINT (-122.427999 37.78109)
30089510,2369 Green St.,2003-01-31 0:00:00,SF,94123,B04,16,73 - Provide manpower,419 - 1 or 2 family dwelling,,Pacific Heights,POINT (-122.43795958 37.79553191)
30089560,Ofarrell St. / Van Ness Av.,2003-01-31 0:00:00,SF,94109,B04,3,86 - Investigate,"962 - Residential street, road or residential dr",,Western Addition,POINT (-122.421195 37.784754)
30087450,3700 California St.,2003-01-31 0:00:00,SF,94117,B07,10,86 - Investigate,429 - Multifamily dwellings,,Presidio Heights,POINT (-122.455772 37.786574)
30087470,399 Carl St.,2003-01-31 0:00:00,SF,94117,B05,12,86 - Investigate,429 - Multifamily dwellings,,Inner Sunset,POINT (-122.4544851 37.76527732)
30087520,Dolores St. / Valley St.,2003-01-31 0:00:00,SF,94114,B06,11,86 - Investigate,"962 - Residential street, road or residential dr",,Noe Valley,POINT (-122.424461 37.744636)
30002120,481 Eddy St.,2003-01-01 0:00:00,SF,94109,B02,3,71 - Assist physically disabled,"439 - Boarding/rooming house, res. hotels",,Tenderloin,POINT (-122.415516 37.783493)
30002150,1 Duboce Av.,2003-01-01 0:00:00,SF,94102,B02,36,86 - Investigate,963 - Street or road in commercial area,,Mission,POINT (-122.42008 37.77003)
30002240,1201 12th Av.,2003-01-01 0:00:00,SF,94122,B08,22,86 - Investigate,429 - Multifamily dwellings,2 - Unintentional,Inner Sunset,POINT (-122.469938 37.765701)
30000030,Broadway St. / Taylor St.,2003-01-01 0:00:00,SF,94108,B01,2,86 - Investigate,"962 - Residential street, road or residential dr",-,Nob Hill,POINT (-122.413562 37.797038)
30000040,Market St. / Steuart St.,2003-01-01 0:00:00,SF,94104,B01,13,"30 - Emergency medical services, other","962 - Residential street, road or residential dr",-,Financial District/South Beach,POINT (-122.394751 37.79448)
30000060,Market St. / Spear St.,2003-01-01 0:00:00,SF,94104,B01,13,32 - Provide basic life support (BLS),419 - 1 or 2 family dwelling,-,Financial District/South Beach,POINT (-122.39563 37.79379)
30000070,3rd St. / Harrison St.,2003-01-01 0:00:00,SF,94107,B03,8,87 - Investigate - Fire out on arrival,"960 - Street, other",-,South of Market,POINT (-122.397389 37.782554)
30000140,33rd Av. / Noriega St.,2003-01-01 0:00:00,SF,94116,B08,18,86 - Investigate,"962 - Residential street, road or residential dr",-,Sunset/Parkside,POINT (-122.491476 37.753577)
30000160,291 10th St.,2003-01-01 0:00:00,SF,94103,B02,36,86 - Investigate,322 - Alcohol/Sub. abuse recovery center,-,South of Market,POINT (-122.412942 37.773001)
30002330,654 Clement St.,2003-01-01 0:00:00,SF,94118,B07,31,86 - Investigate,"960 - Street, other",,Inner Richmond,POINT (-122.46641165 37.78312473)
30005540,3251 20th Av.,2003-01-02 0:00:00,SF,94132,B08,19,55 - Establish safe area,"882 - Parking garage, general vehicle",,Lakeshore,POINT (-122.476826 37.728471)
30005560,Bay St. / Mason St.,2003-01-02 0:00:00,SF,94133,B01,28,81 - Incident command,"960 - Street, other",,North Beach,POINT (-122.41361 37.805619)
30005600,477 Ofarrell St.,2003-01-02 0:00:00,SF,94105,B01,1,"22 - Rescue, remove from harm","960 - Street, other",,Tenderloin,POINT (-122.412573 37.785769)
30005610,945 Santiago St.,2003-01-02 0:00:00,SF,94116,B08,40,86 - Investigate,"962 - Residential street, road or residential dr",,Sunset/Parkside,POINT (-122.47764518 37.74469103)
30005670,625 Polk St.,2003-01-02 0:00:00,SF,94102,B02,3,63 - Restore fire alarm system,UUU - Undetermined,,Tenderloin,POINT (-122.419134 37.78242)
30005780,Lyon St. / Marina Bl.,2003-01-02 0:00:00,SF,94123,B04,16,86 - Investigate,963 - Street or road in commercial area,,Marina,POINT (-122.4479012 37.80511744)
30011050,2775 Van Ness Av.,2003-01-04 0:00:00,SF,94123,B04,16,75 - Provide equipment,429 - Multifamily dwellings,,Russian Hill,POINT (-122.42447897517029 37.80134192593922)
30011100,Middle Point Rd. / West Point Rd.,2003-01-04 0:00:00,SF,94124,B10,25,11 - Extinguish,"962 - Residential street, road or residential dr",,Bayview Hunters Point,POINT (-122.379416 37.735246)
30011110,Golden Gate Av. / Hyde St.,2003-01-04 0:00:00,SF,94109,B02,1,31 - Provide first aid & check for injuries,"960 - Street, other",,Tenderloin,POINT (-122.41607 37.780692)
30011120,35 Margaret Av.,2003-01-04 0:00:00,SF,94112,B09,33,64 - Shut down system,419 - 1 or 2 family dwelling,,Oceanview/Merced/Ingleside,POINT (-122.45336 37.71782539)
30011160,33 Lapham Wy.,2003-01-04 0:00:00,SF,94112,B09,43,86 - Investigate,"962 - Residential street, road or residential dr",,Excelsior,POINT (-122.4293347 37.70958928)
30011190,1 South Van Ness Av.,2003-01-04 0:00:00,SF,94103,B02,36,86 - Investigate,"960 - Street, other",,Mission,POINT (-122.418928 37.774844)
30011200,Ellis St. / Jones St.,2003-01-04 0:00:00,SF,94109,B03,3,86 - Investigate,"960 - Street, other",,Tenderloin,POINT (-122.412784 37.784866)
30011240,153 Middle Point Rd.,2003-01-04 0:00:00,SF,94124,B10,25,66 - Remove water,"400 - Residential, other",,Bayview Hunters Point,POINT (-122.37853963 37.73543236)
30011390,4159 20th St.,2003-01-04 0:00:00,SF,94114,B06,6,86 - Investigate,419 - 1 or 2 family dwelling,,Castro/Upper Market,POINT (-122.43377627 37.75749708)
30013890,8th St. / Mission St.,2003-01-05 0:00:00,SF,94103,B02,1,63 - Restore fire alarm system,429 - Multifamily dwellings,,South of Market,POINT (-122.413161 37.777456)
30021000,1579 Sanchez St.,2003-01-07 0:00:00,SF,94110,B06,11,86 - Investigate,"300 - Health care/Detentino & correction, oth.",,Noe Valley,POINT (-122.42860122 37.74391417)
30021060,2426 Taraval St.,2003-01-07 0:00:00,SF,94116,B08,18,71 - Assist physically disabled,419 - 1 or 2 family dwelling,,Sunset/Parkside,POINT (-122.49231865 37.74256617)
30021120,950 Mcallister St.,2003-01-07 0:00:00,SF,94115,B02,5,86 - Investigate,"960 - Street, other",,Western Addition,POINT (-122.42777747 37.77960978)
30021190,5th Av. / Lincoln Wy.,2003-01-07 0:00:00,SF,94124,B08,22,74 - Provide apparatus,"150 - Public or government, other",,Inner Sunset,POINT (-122.462163 37.766108)
30025970,Divisadero St. / Waller St.,2003-01-09 0:00:00,SF,94117,B05,21,86 - Investigate,"962 - Residential street, road or residential dr",,Haight Ashbury,POINT (-122.436851 37.770342)
30026020,5700 3rd St.,2003-01-09 0:00:00,SF,94124,B10,17,86 - Investigate,599 - Business office,,Bayview Hunters Point,POINT (-122.394014 37.726196)
30026130,1144 York St.,2003-01-09 0:00:00,SF,94110,B06,9,86 - Investigate,"962 - Residential street, road or residential dr",,Mission,POINT (-122.40854635 37.75367753)
30026170,2300 16th St.,2003-01-09 0:00:00,SF,94110,B02,29,86 - Investigate,"500 - Mercantile, business, other",,Mission,POINT (-122.409237 37.76575)
30026200,540 Victoria St.,2003-01-09 0:00:00,SF,94112,B09,33,33 - Provide advanced life support (ALS),419 - 1 or 2 family dwelling,,Oceanview/Merced/Ingleside,POINT (-122.46509044 37.72049077)
30026210,127 Ellis St.,2003-01-09 0:00:00,SF,94105,B03,1,86 - Investigate,"439 - Boarding/rooming house, res. hotels",,Tenderloin,POINT (-122.408366 37.785357)
30026220,233 Dolores St.,2003-01-09 0:00:00,SF,94105,B02,6,86 - Investigate,UUU - Undetermined,,Mission,POINT (-122.42598234 37.76570196)
30026240,127 Ellert St.,2003-01-09 0:00:00,SF,94114,B06,32,73 - Provide manpower,419 - 1 or 2 family dwelling,,Bernal Heights,POINT (-122.41714287 37.73846242)
30026250,400 Parnassus Av.,2003-01-09 0:00:00,SF,94117,B05,12,86 - Investigate,331 - Hospital - medical or psychiatric,,Inner Sunset,POINT (-122.456781 37.763854)
30033510,808 Capitol Av.,2003-01-11 0:00:00,SF,94112,B09,33,"70 - Assistance, other","439 - Boarding/rooming house, res. hotels",,Oceanview/Merced/Ingleside,POINT (-122.4591522 37.71496215)
30033590,22nd Av. / Geary Bl.,2003-01-11 0:00:00,SF,94117,B07,14,86 - Investigate,"000 - Property Use, other",,Outer Richmond,POINT (-122.481516 37.780223)
30031160,3035 Webster St.,2003-01-11 0:00:00,SF,94115,B04,16,86 - Investigate,429 - Multifamily dwellings,,Marina,POINT (-122.43440912 37.79874267)
30031180,599 Market St.,2003-01-11 0:00:00,SF,94105,B03,1,86 - Investigate,963 - Street or road in commercial area,,Financial District/South Beach,POINT (-122.401255 37.789263)
30031210,19th St. / Dolores St.,2003-01-11 0:00:00,SF,94110,B06,7,86 - Investigate,"962 - Residential street, road or residential dr",,Castro/Upper Market,POINT (-122.425921 37.759828)
30031230,3764 Folsom St.,2003-01-11 0:00:00,SF,94110,B10,32,86 - Investigate,"962 - Residential street, road or residential dr",,Bernal Heights,POINT (-122.41356209 37.73945468)
30031240,120 Naglee Av.,2003-01-11 0:00:00,SF,94112,B09,33,73 - Provide manpower,419 - 1 or 2 family dwelling,,Outer Mission,POINT (-122.447001 37.712421)
30031290,1998 Broadway,2003-01-11 0:00:00,SF,94115,B04,38,86 - Investigate,429 - Multifamily dwellings,,Pacific Heights,POINT (-122.42978685 37.79527669)
30033600,3154 Fillmore St.,2003-01-11 0:00:00,SF,94123,B04,16,11 - Extinguish,161 - Restaurant or cafeteria,2 - Unintentional,Marina,POINT (-122.435709 37.798592)
30031360,747 Howard St.,2003-01-11 0:00:00,SF,94105,B03,1,86 - Investigate,UUU - Undetermined,,South of Market,POINT (-122.400813 37.783513)
30038620,3425 19th St.,2003-01-13 0:00:00,SF,94114,B06,7,86 - Investigate,429 - Multifamily dwellings,,Mission,POINT (-122.41971108 37.75999788)
30038640,333 Battery St.,2003-01-13 0:00:00,SF,94104,B01,13,86 - Investigate,"449 - Hotel/motel, commercial",,Chinatown,POINT (-122.400675 37.794702)
30038660,1 101sb C Chavez On,2003-01-13 0:00:00,SF,94124,B10,9,86 - Investigate,"962 - Residential street, road or residential dr",,Visitacion Valley,POINT (-122.398673 37.71694)
30038680,3201 Ulloa St.,2003-01-13 0:00:00,SF,94116,B08,18,86 - Investigate,419 - 1 or 2 family dwelling,,Sunset/Parkside,POINT (-122.49085224 37.74026151)
30038700,220 Santa Ana Av.,2003-01-13 0:00:00,SF,94127,B09,39,86 - Investigate,419 - 1 or 2 family dwelling,,West of Twin Peaks,POINT (-122.4679188 37.73174873)
30039050,125 6th St.,2003-01-13 0:00:00,SF,94105,B03,1,86 - Investigate,"439 - Boarding/rooming house, res. hotels",,South of Market,POINT (-122.408248 37.7807)
30039070,Beach St. / Powell St.,2003-01-13 0:00:00,SF,94133,B01,28,86 - Investigate,"960 - Street, other",,North Beach,POINT (-122.412334 37.807689)
30039080,333 Battery St.,2003-01-13 0:00:00,SF,94104,B01,13,86 - Investigate,599 - Business office,,Chinatown,POINT (-122.400675 37.794702)
30039110,409 26th Av.,2003-01-13 0:00:00,SF,94121,B07,14,86 - Investigate,419 - 1 or 2 family dwelling,,Outer Richmond,POINT (-122.486947 37.7818666)
30039150,Lombard St. / Webster St.,2003-01-13 0:00:00,SF,94123,B04,16,86 - Investigate,"962 - Residential street, road or residential dr",,Marina,POINT (-122.434407 37.800052)
30038900,25th St. / Valencia St.,2003-01-13 0:00:00,SF,94110,B06,11,86 - Investigate,"962 - Residential street, road or residential dr",,Mission,POINT (-122.420507 37.750505)
30044000,115 Sanchez St.,2003-01-15 0:00:00,SF,94114,B05,6,86 - Investigate,419 - 1 or 2 family dwelling,,Castro/Upper Market,POINT (-122.43081179 37.76735314)
30044030,Jackson St. / Van Ness Av.,2003-01-15 0:00:00,SF,94109,B04,41,86 - Investigate,"962 - Residential street, road or residential dr",,Russian Hill,POINT (-122.423049 37.793934)
30044060,Exeter St. / Paul Av.,2003-01-15 0:00:00,SF,94134,B10,44,86 - Investigate,"960 - Street, other",,Bayview Hunters Point,POINT (-122.39835485566738 37.72309648958183)
30044080,Cayuga Av. / Junior Tr.,2003-01-15 0:00:00,SF,94112,B09,15,"00 - Action taken, other",419 - 1 or 2 family dwelling,,Outer Mission,POINT (-122.441401 37.719864)
30044210,California St. / Hyde St.,2003-01-15 0:00:00,SF,94109,B01,41,86 - Investigate,"000 - Property Use, other",,Nob Hill,POINT (-122.417393 37.790974)
30044220,Franklin St. / Washington St.,2003-01-15 0:00:00,SF,94102,B04,38,86 - Investigate,"962 - Residential street, road or residential dr",,Pacific Heights,POINT (-122.42452 37.792841)
30044240,21st Av. / Taraval St.,2003-01-15 0:00:00,SF,94122,B08,40,86 - Investigate,"960 - Street, other",,Sunset/Parkside,POINT (-122.477835 37.742956)
30046500,55 20th Av.,2003-01-16 0:00:00,SF,94118,B07,31,86 - Investigate,419 - 1 or 2 family dwelling,,Seacliff,POINT (-122.4799 37.78635)
30046570,Brussels St. / Olmstead St.,2003-01-16 0:00:00,SF,94134,B10,44,86 - Investigate,"962 - Residential street, road or residential dr",U - Cause undetermined after investigation,Portola,POINT (-122.403574 37.722322)
30051140,Gough St. / Rose St.,2003-01-18 0:00:00,SF,94114,B02,36,75 - Provide equipment,"960 - Street, other",,Hayes Valley,POINT (-122.422315 37.773619)
30053480,Polk St. / Sacramento St.,2003-01-18 0:00:00,SF,94109,B04,41,86 - Investigate,"960 - Street, other",,Nob Hill,POINT (-122.420874 37.791494)
30053500,1700 - Blk Newcomb Av.,2003-01-18 0:00:00,SF,94124,B10,17,11 - Extinguish,"962 - Residential street, road or residential dr",,Bayview Hunters Point,POINT (-122.3904135 37.73565794)
30053510,555 California St.,2003-01-18 0:00:00,SF,94111,B01,13,"22 - Rescue, remove from harm",599 - Business office,,Financial District/South Beach,POINT (-122.403486 37.792262)
30053540,2362 31st Av.,2003-01-18 0:00:00,SF,94116,B08,18,86 - Investigate,"962 - Residential street, road or residential dr",,Sunset/Parkside,POINT (-122.4886023 37.74429759)
30053550,2105 Broadway,2003-01-18 0:00:00,SF,94115,B04,38,86 - Investigate,429 - Multifamily dwellings,,Pacific Heights,POINT (-122.43190792 37.79449455)
